Title,Date,Genre,My_Rating,Temp_C,Weather
Alice in Borderland: Saison 1: Épisode 1,22/04/2024,Thriller,6,7,Sunny
La Casa de Papel: Saison 5: Épisode 10,22/04/2024,Crime,10,7,Sunny
La Casa de Papel: Saison 5: Épisode 8,22/04/2024,Crime,8,7,Sunny
La Casa de Papel: Saison 5: Épisode 9,22/04/2024,Crime,8,7,Sunny
Alice in Borderland: Saison 1: Épisode 6,23/04/2024,Thriller,8,10,Cloudy
Alice in Borderland: Saison 1: Épisode 2,23/04/2024,Thriller,8,10,Cloudy
Alice in Borderland: Saison 1: Épisode 3,23/04/2024,Thriller,6,10,Cloudy
Alice in Borderland: Saison 1: Épisode 4,23/04/2024,Thriller,8,10,Cloudy
Alice in Borderland: Saison 1: Épisode 5,23/04/2024,Thriller,8,10,Cloudy
Alice in Borderland: Saison 2: Épisode 1,24/04/2024,Thriller,9,10,Rainy
Alice in Borderland: Saison 2: Épisode 2,24/04/2024,Thriller,9,10,Rainy
Alice in Borderland: Saison 1: Épisode 7,24/04/2024,Thriller,8,10,Rainy
Alice in Borderland: Saison 1: Épisode 8,24/04/2024,Thriller,10,10,Rainy
The Office (U.S.): Saison 1: Épisode 7,25/04/2024,Comedy,10,8,Sunny
Stranger Things: Saison 1: Épisode 4,26/04/2024,Sci-Fi,9,11,Rainy
Stranger Things: Saison 1: Épisode 3,26/04/2024,Sci-Fi,6,11,Rainy
Stranger Things: Saison 1: Épisode 2,26/04/2024,Sci-Fi,8,11,Rainy
Stranger Things: Saison 1: Épisode 1,26/04/2024,Sci-Fi,8,11,Rainy
Alice in Borderland: Saison 2: Épisode 8,26/04/2024,Thriller,8,11,Rainy
Alice in Borderland: Saison 2: Épisode 6,26/04/2024,Thriller,8,11,Rainy
Alice in Borderland: Saison 2: Épisode 5,26/04/2024,Thriller,10,11,Rainy
Alice in Borderland: Saison 2: Épisode 4,26/04/2024,Thriller,8,11,Rainy
Alice in Borderland: Saison 2: Épisode 3,26/04/2024,Thriller,6,11,Rainy
Alice in Borderland: Saison 2: Épisode 7,26/04/2024,Thriller,7,11,Rainy
Stranger Things: Saison 2: Épisode 3,27/04/2024,Sci-Fi,8,14,Rainy
Stranger Things: Saison 2: Épisode 6,27/04/2024,Sci-Fi,8,14,Rainy
Stranger Things: Saison 2: Épisode 5,27/04/2024,Sci-Fi,9,14,Rainy
Stranger Things: Saison 2: Épisode 4,27/04/2024,Sci-Fi,10,14,Rainy
Stranger Things: Saison 2: Épisode 2,27/04/2024,Sci-Fi,10,14,Rainy
Stranger Things: Saison 1: Épisode 6,27/04/2024,Sci-Fi,7,14,Rainy
Stranger Things: Saison 1: Épisode 9,27/04/2024,Sci-Fi,9,14,Rainy
Stranger Things: Saison 1: Épisode 8,27/04/2024,Sci-Fi,10,14,Rainy
Stranger Things: Saison 1: Épisode 7,27/04/2024,Sci-Fi,7,14,Rainy
Stranger Things: Saison 1: Épisode 5,27/04/2024,Sci-Fi,7,14,Rainy
Stranger Things: Saison 2: Épisode 1,27/04/2024,Sci-Fi,9,14,Rainy
Stranger Things: Saison 3: Épisode 4,28/04/2024,Sci-Fi,10,15,Cloudy
Stranger Things: Saison 3: Épisode 6,28/04/2024,Sci-Fi,7,15,Cloudy
Stranger Things: Saison 3: Épisode 7,28/04/2024,Sci-Fi,8,15,Cloudy
Stranger Things: Saison 3: Épisode 5,28/04/2024,Sci-Fi,10,15,Cloudy
Stranger Things: Saison 3: Épisode 3,28/04/2024,Sci-Fi,9,15,Cloudy
Stranger Things: Saison 2: Épisode 8,28/04/2024,Sci-Fi,8,15,Cloudy
Stranger Things: Saison 3: Épisode 1,28/04/2024,Sci-Fi,10,15,Cloudy
Stranger Things: Saison 2: Épisode 9,28/04/2024,Sci-Fi,6,15,Cloudy
Stranger Things: Saison 2: Épisode 7,28/04/2024,Sci-Fi,9,15,Cloudy
Stranger Things: Saison 3: Épisode 2,28/04/2024,Sci-Fi,7,15,Cloudy
Stranger Things: Saison 3: Épisode 8,29/04/2024,Sci-Fi,7,7,Sunny
Stranger Things: Saison 3: Épisode 9,29/04/2024,Sci-Fi,7,7,Sunny
Stranger Things: Saison 4: Épisode 1,29/04/2024,Sci-Fi,6,7,Sunny
Stranger Things: Saison 4: Épisode 2,29/04/2024,Sci-Fi,9,7,Sunny
Stranger Things: Saison 4: Épisode 7,30/04/2024,Sci-Fi,8,9,Rainy
Stranger Things: Saison 4: Épisode 6,30/04/2024,Sci-Fi,9,9,Rainy
Stranger Things: Saison 4: Épisode 5,30/04/2024,Sci-Fi,10,9,Rainy
Stranger Things: Saison 4: Épisode 3,30/04/2024,Sci-Fi,6,9,Rainy
Stranger Things: Saison 4: Épisode 4,30/04/2024,Sci-Fi,9,9,Rainy
Friends: Saison 1: Épisode 7,01/05/2024,Comedy,5,19,Cloudy
Stranger Things: Saison 4: Épisode 8,01/05/2024,Sci-Fi,7,19,Cloudy
Stranger Things: Saison 4: Épisode 9,01/05/2024,Sci-Fi,8,19,Cloudy
Attack on Titan: Saison 1: Épisode 1,02/05/2024,Anime,10,16,Rainy
Attack on Titan: Saison 1: Épisode 2,02/05/2024,Anime,9,16,Rainy
Attack on Titan: Saison 1: Épisode 3,02/05/2024,Anime,9,16,Rainy
Attack on Titan: Saison 1: Épisode 12,03/05/2024,Anime,9,14,Cloudy
Attack on Titan: Saison 2: Épisode 1,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 1: Épisode 11,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 2: Épisode 3,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 2: Épisode 2,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 1: Épisode 10,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 1: Épisode 5,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 1: Épisode 8,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 1: Épisode 7,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 1: Épisode 6,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 1: Épisode 9,03/05/2024,Anime,8,14,Cloudy
Attack on Titan: Saison 1: Épisode 4,03/05/2024,Anime,10,14,Cloudy
Attack on Titan: Saison 2: Épisode 4,04/05/2024,Anime,10,13,Rainy
Attack on Titan: Saison 2: Épisode 5,04/05/2024,Anime,9,13,Rainy
Attack on Titan: Saison 2: Épisode 6,04/05/2024,Anime,8,13,Rainy
Attack on Titan: Saison 2: Épisode 7,04/05/2024,Anime,10,13,Rainy
Attack on Titan: Saison 2: Épisode 8,04/05/2024,Anime,8,13,Rainy
Attack on Titan: Saison 2: Épisode 9,04/05/2024,Anime,8,13,Rainy
Attack on Titan: Saison 2: Épisode 10,04/05/2024,Anime,10,13,Rainy
Attack on Titan: Saison 2: Épisode 11,04/05/2024,Anime,9,13,Rainy
Attack on Titan: Saison 3: Épisode 4,05/05/2024,Anime,10,20,Sunny
Attack on Titan: Saison 3: Épisode 3,05/05/2024,Anime,10,20,Sunny
Attack on Titan: Saison 3: Épisode 1,05/05/2024,Anime,10,20,Sunny
Attack on Titan: Saison 2: Épisode 12,05/05/2024,Anime,9,20,Sunny
Attack on Titan: Saison 3: Épisode 2,05/05/2024,Anime,10,20,Sunny
Attack on Titan: Saison 3: Épisode 5,06/05/2024,Anime,10,20,Cloudy
Attack on Titan: Saison 3: Épisode 6,06/05/2024,Anime,9,20,Cloudy
Attack on Titan: Saison 3: Épisode 7,06/05/2024,Anime,10,20,Cloudy
Attack on Titan: Saison 3: Épisode 8,06/05/2024,Anime,10,20,Cloudy
Attack on Titan: Saison 3: Épisode 9,06/05/2024,Anime,9,20,Cloudy
Attack on Titan: Saison 3: Épisode 10,07/05/2024,Anime,10,18,Rainy
Attack on Titan: Saison 3: Épisode 11,07/05/2024,Anime,10,18,Rainy
Attack on Titan: Saison 4: Épisode 6,10/05/2024,Anime,8,13,Sunny
Attack on Titan: Saison 4: Épisode 8,10/05/2024,Anime,10,13,Sunny
Attack on Titan: Saison 4: Épisode 7,10/05/2024,Anime,9,13,Sunny
Attack on Titan: Saison 4: Épisode 5,10/05/2024,Anime,10,13,Sunny
Attack on Titan: Saison 3: Épisode 12,10/05/2024,Anime,10,13,Sunny
Attack on Titan: Saison 4: Épisode 3,10/05/2024,Anime,10,13,Sunny
Attack on Titan: Saison 4: Épisode 2,10/05/2024,Anime,8,13,Sunny
Attack on Titan: Saison 4: Épisode 1,10/05/2024,Anime,10,13,Sunny
Attack on Titan: Saison 4: Épisode 4,10/05/2024,Anime,10,13,Sunny
Demon Slayer: Saison 1: Épisode 8,11/05/2024,Anime,9,13,Rainy
Demon Slayer: Saison 1: Épisode 7,11/05/2024,Anime,10,13,Rainy
Demon Slayer: Saison 1: Épisode 6,11/05/2024,Anime,8,13,Rainy
Demon Slayer: Saison 1: Épisode 5,11/05/2024,Anime,7,13,Rainy
Demon Slayer: Saison 1: Épisode 4,11/05/2024,Anime,7,13,Rainy
Demon Slayer: Saison 1: Épisode 3,11/05/2024,Anime,10,13,Rainy
Demon Slayer: Saison 1: Épisode 1,11/05/2024,Anime,8,13,Rainy
Attack on Titan: Saison 4: Épisode 12,11/05/2024,Anime,10,13,Rainy
Attack on Titan: Saison 4: Épisode 11,11/05/2024,Anime,10,13,Rainy
Attack on Titan: Saison 4: Épisode 10,11/05/2024,Anime,10,13,Rainy
Attack on Titan: Saison 4: Épisode 9,11/05/2024,Anime,10,13,Rainy
Demon Slayer: Saison 1: Épisode 2,11/05/2024,Anime,10,13,Rainy
Demon Slayer: Saison 2: Épisode 5,12/05/2024,Anime,10,20,Sunny
Demon Slayer: Saison 2: Épisode 8,12/05/2024,Anime,10,20,Sunny
Demon Slayer: Saison 2: Épisode 7,12/05/2024,Anime,8,20,Sunny
Demon Slayer: Saison 2: Épisode 6,12/05/2024,Anime,10,20,Sunny
Demon Slayer: Saison 2: Épisode 4,12/05/2024,Anime,8,20,Sunny
Demon Slayer: Saison 2: Épisode 1,12/05/2024,Anime,10,20,Sunny
Demon Slayer: Saison 2: Épisode 2,12/05/2024,Anime,7,20,Sunny
Demon Slayer: Saison 2: Épisode 3,12/05/2024,Anime,10,20,Sunny
Demon Slayer: Saison 1: Épisode 11,12/05/2024,Anime,10,20,Sunny
Demon Slayer: Saison 1: Épisode 10,12/05/2024,Anime,10,20,Sunny
Demon Slayer: Saison 1: Épisode 9,12/05/2024,Anime,8,20,Sunny
Demon Slayer: Saison 3: Épisode 1,13/05/2024,Anime,8,19,Rainy
Demon Slayer: Saison 2: Épisode 11,13/05/2024,Anime,8,19,Rainy
Demon Slayer: Saison 3: Épisode 2,13/05/2024,Anime,10,19,Rainy
Demon Slayer: Saison 2: Épisode 9,13/05/2024,Anime,7,19,Rainy
Demon Slayer: Saison 2: Épisode 10,13/05/2024,Anime,9,19,Rainy
The Office (U.S.): Saison 1: Épisode 8,14/05/2024,Comedy,8,20,Rainy
Demon Slayer: Saison 3: Épisode 3,14/05/2024,Anime,10,20,Rainy
Demon Slayer: Saison 3: Épisode 4,14/05/2024,Anime,8,20,Rainy
Demon Slayer: Saison 3: Épisode 5,14/05/2024,Anime,10,20,Rainy
Demon Slayer: Saison 3: Épisode 6,15/05/2024,Anime,8,15,Cloudy
Demon Slayer: Saison 3: Épisode 7,15/05/2024,Anime,7,15,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 11,16/05/2024,Comedy,7,16,Sunny
Emily in Paris: Saison 1: Épisode 1,17/05/2024,Romance,3,19,Rainy
Emily in Paris: Saison 1: Épisode 2,17/05/2024,Romance,4,19,Rainy
Demon Slayer: Saison 3: Épisode 11,17/05/2024,Anime,9,19,Rainy
Emily in Paris: Saison 1: Épisode 3,17/05/2024,Romance,3,19,Rainy
Demon Slayer: Saison 3: Épisode 9,17/05/2024,Anime,9,19,Rainy
Demon Slayer: Saison 3: Épisode 8,17/05/2024,Anime,10,19,Rainy
Demon Slayer: Saison 3: Épisode 10,17/05/2024,Anime,7,19,Rainy
Emily in Paris: Saison 1: Épisode 4,18/05/2024,Romance,4,17,Sunny
Emily in Paris: Saison 1: Épisode 5,18/05/2024,Romance,4,17,Sunny
Emily in Paris: Saison 1: Épisode 6,18/05/2024,Romance,7,17,Sunny
Emily in Paris: Saison 1: Épisode 7,18/05/2024,Romance,4,17,Sunny
Emily in Paris: Saison 1: Épisode 8,18/05/2024,Romance,3,17,Sunny
Emily in Paris: Saison 1: Épisode 9,18/05/2024,Romance,4,17,Sunny
Emily in Paris: Saison 3: Épisode 1,19/05/2024,Romance,3,17,Cloudy
Emily in Paris: Saison 2: Épisode 10,19/05/2024,Romance,7,17,Cloudy
Emily in Paris: Saison 2: Épisode 9,19/05/2024,Romance,4,17,Cloudy
Emily in Paris: Saison 2: Épisode 8,19/05/2024,Romance,4,17,Cloudy
Emily in Paris: Saison 2: Épisode 7,19/05/2024,Romance,5,17,Cloudy
Emily in Paris: Saison 2: Épisode 6,19/05/2024,Romance,3,17,Cloudy
Emily in Paris: Saison 2: Épisode 3,19/05/2024,Romance,7,17,Cloudy
Emily in Paris: Saison 2: Épisode 4,19/05/2024,Romance,6,17,Cloudy
Emily in Paris: Saison 2: Épisode 2,19/05/2024,Romance,7,17,Cloudy
Emily in Paris: Saison 2: Épisode 1,19/05/2024,Romance,7,17,Cloudy
Emily in Paris: Saison 1: Épisode 10,19/05/2024,Romance,6,17,Cloudy
Emily in Paris: Saison 2: Épisode 5,19/05/2024,Romance,5,17,Cloudy
Friends: Saison 1: Épisode 8,20/05/2024,Comedy,8,14,Cloudy
Emily in Paris: Saison 3: Épisode 2,20/05/2024,Romance,5,14,Cloudy
Emily in Paris: Saison 3: Épisode 3,20/05/2024,Romance,5,14,Cloudy
Emily in Paris: Saison 3: Épisode 8,21/05/2024,Romance,7,17,Cloudy
Emily in Paris: Saison 3: Épisode 6,21/05/2024,Romance,7,17,Cloudy
Emily in Paris: Saison 3: Épisode 7,21/05/2024,Romance,5,17,Cloudy
Emily in Paris: Saison 3: Épisode 4,21/05/2024,Romance,4,17,Cloudy
Emily in Paris: Saison 3: Épisode 5,21/05/2024,Romance,5,17,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 12,21/05/2024,Comedy,8,17,Cloudy
Emily in Paris: Saison 3: Épisode 9,23/05/2024,Romance,4,18,Cloudy
Emily in Paris: Saison 3: Épisode 10,23/05/2024,Romance,6,18,Cloudy
Lucifer: Saison 1: Épisode 1,24/05/2024,Fantasy,5,15,Sunny
Emily in Paris: Saison 4: Épisode 10,24/05/2024,Romance,5,15,Sunny
Emily in Paris: Saison 4: Épisode 9,24/05/2024,Romance,4,15,Sunny
Emily in Paris: Saison 4: Épisode 8,24/05/2024,Romance,7,15,Sunny
Emily in Paris: Saison 4: Épisode 7,24/05/2024,Romance,7,15,Sunny
Emily in Paris: Saison 4: Épisode 5,24/05/2024,Romance,4,15,Sunny
Emily in Paris: Saison 4: Épisode 4,24/05/2024,Romance,4,15,Sunny
Emily in Paris: Saison 4: Épisode 3,24/05/2024,Romance,6,15,Sunny
Emily in Paris: Saison 4: Épisode 2,24/05/2024,Romance,3,15,Sunny
Emily in Paris: Saison 4: Épisode 1,24/05/2024,Romance,4,15,Sunny
Emily in Paris: Saison 4: Épisode 6,24/05/2024,Romance,6,15,Sunny
Lucifer: Saison 1: Épisode 7,25/05/2024,Fantasy,5,20,Rainy
Lucifer: Saison 1: Épisode 9,25/05/2024,Fantasy,5,20,Rainy
Lucifer: Saison 1: Épisode 8,25/05/2024,Fantasy,7,20,Rainy
Lucifer: Saison 1: Épisode 6,25/05/2024,Fantasy,7,20,Rainy
Lucifer: Saison 1: Épisode 10,25/05/2024,Fantasy,8,20,Rainy
Lucifer: Saison 1: Épisode 4,25/05/2024,Fantasy,7,20,Rainy
Lucifer: Saison 1: Épisode 3,25/05/2024,Fantasy,6,20,Rainy
Lucifer: Saison 1: Épisode 2,25/05/2024,Fantasy,7,20,Rainy
Lucifer: Saison 1: Épisode 5,25/05/2024,Fantasy,9,20,Rainy
Friends: Saison 1: Épisode 9,27/05/2024,Comedy,8,14,Cloudy
Lucifer: Saison 1: Épisode 11,27/05/2024,Fantasy,9,14,Cloudy
Lucifer: Saison 1: Épisode 12,27/05/2024,Fantasy,6,14,Cloudy
Lucifer: Saison 1: Épisode 13,28/05/2024,Fantasy,7,18,Cloudy
Lucifer: Saison 1: Épisode 14,28/05/2024,Fantasy,6,18,Cloudy
Lucifer: Saison 1: Épisode 15,28/05/2024,Fantasy,6,18,Cloudy
Lucifer: Saison 2: Épisode 1,28/05/2024,Fantasy,5,18,Cloudy
Lucifer: Saison 2: Épisode 2,28/05/2024,Fantasy,6,18,Cloudy
Lucifer: Saison 2: Épisode 7,29/05/2024,Fantasy,8,16,Cloudy
Lucifer: Saison 2: Épisode 6,29/05/2024,Fantasy,5,16,Cloudy
Lucifer: Saison 2: Épisode 4,29/05/2024,Fantasy,7,16,Cloudy
Lucifer: Saison 2: Épisode 3,29/05/2024,Fantasy,7,16,Cloudy
Lucifer: Saison 2: Épisode 5,29/05/2024,Fantasy,9,16,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 13,30/05/2024,Comedy,7,17,Sunny
Lucifer: Saison 2: Épisode 8,30/05/2024,Fantasy,6,17,Sunny
Lucifer: Saison 2: Épisode 9,30/05/2024,Fantasy,8,17,Sunny
Lucifer: Saison 2: Épisode 10,30/05/2024,Fantasy,6,17,Sunny
Lucifer: Saison 2: Épisode 11,30/05/2024,Fantasy,7,17,Sunny
Lucifer: Saison 2: Épisode 12,30/05/2024,Fantasy,9,17,Sunny
Lucifer: Saison 3: Épisode 9,31/05/2024,Fantasy,6,14,Cloudy
Lucifer: Saison 3: Épisode 8,31/05/2024,Fantasy,8,14,Cloudy
Lucifer: Saison 3: Épisode 7,31/05/2024,Fantasy,6,14,Cloudy
Lucifer: Saison 3: Épisode 6,31/05/2024,Fantasy,8,14,Cloudy
Lucifer: Saison 3: Épisode 4,31/05/2024,Fantasy,6,14,Cloudy
Lucifer: Saison 3: Épisode 5,31/05/2024,Fantasy,7,14,Cloudy
Lucifer: Saison 3: Épisode 2,31/05/2024,Fantasy,7,14,Cloudy
Lucifer: Saison 2: Épisode 13,31/05/2024,Fantasy,8,14,Cloudy
Lucifer: Saison 2: Épisode 14,31/05/2024,Fantasy,5,14,Cloudy
Lucifer: Saison 3: Épisode 3,31/05/2024,Fantasy,8,14,Cloudy
Lucifer: Saison 3: Épisode 1,31/05/2024,Fantasy,7,14,Cloudy
Lucifer: Saison 2: Épisode 15,31/05/2024,Fantasy,8,14,Cloudy
Lucifer: Saison 3: Épisode 10,01/06/2024,Fantasy,9,32,Rainy
Lucifer: Saison 3: Épisode 11,01/06/2024,Fantasy,9,32,Rainy
Lucifer: Saison 3: Épisode 12,01/06/2024,Fantasy,8,32,Rainy
Lucifer: Saison 3: Épisode 13,01/06/2024,Fantasy,5,32,Rainy
Lucifer: Saison 3: Épisode 14,01/06/2024,Fantasy,6,32,Rainy
Lucifer: Saison 4: Épisode 9,02/06/2024,Fantasy,7,31,Cloudy
Lucifer: Saison 4: Épisode 8,02/06/2024,Fantasy,6,31,Cloudy
Lucifer: Saison 4: Épisode 7,02/06/2024,Fantasy,5,31,Cloudy
Lucifer: Saison 4: Épisode 6,02/06/2024,Fantasy,9,31,Cloudy
Lucifer: Saison 4: Épisode 5,02/06/2024,Fantasy,7,31,Cloudy
Lucifer: Saison 4: Épisode 3,02/06/2024,Fantasy,7,31,Cloudy
Lucifer: Saison 4: Épisode 2,02/06/2024,Fantasy,6,31,Cloudy
Lucifer: Saison 3: Épisode 15,02/06/2024,Fantasy,7,31,Cloudy
Lucifer: Saison 4: Épisode 4,02/06/2024,Fantasy,9,31,Cloudy
Lucifer: Saison 4: Épisode 1,02/06/2024,Fantasy,9,31,Cloudy
Lucifer: Saison 4: Épisode 11,03/06/2024,Fantasy,6,31,Cloudy
Friends: Saison 1: Épisode 10,03/06/2024,Comedy,6,31,Cloudy
Lucifer: Saison 4: Épisode 10,03/06/2024,Fantasy,7,31,Cloudy
Lucifer: Saison 4: Épisode 14,05/06/2024,Fantasy,9,27,Cloudy
Lucifer: Saison 4: Épisode 13,05/06/2024,Fantasy,5,27,Cloudy
Friends: Saison 1: Épisode 11,05/06/2024,Comedy,5,27,Cloudy
Lucifer: Saison 4: Épisode 12,05/06/2024,Fantasy,6,27,Cloudy
The Office (U.S.): Saison 1: Épisode 9,06/06/2024,Comedy,9,33,Rainy
Lucifer: Saison 4: Épisode 15,06/06/2024,Fantasy,8,33,Rainy
Lucifer: Saison 5: Épisode 1,06/06/2024,Fantasy,9,33,Rainy
Lucifer: Saison 5: Épisode 12,07/06/2024,Fantasy,5,34,Sunny
Lucifer: Saison 5: Épisode 11,07/06/2024,Fantasy,8,34,Sunny
Lucifer: Saison 5: Épisode 9,07/06/2024,Fantasy,5,34,Sunny
Lucifer: Saison 5: Épisode 8,07/06/2024,Fantasy,5,34,Sunny
Lucifer: Saison 5: Épisode 7,07/06/2024,Fantasy,8,34,Sunny
Lucifer: Saison 5: Épisode 10,07/06/2024,Fantasy,7,34,Sunny
Lucifer: Saison 5: Épisode 5,07/06/2024,Fantasy,6,34,Sunny
Lucifer: Saison 5: Épisode 4,07/06/2024,Fantasy,5,34,Sunny
Lucifer: Saison 5: Épisode 3,07/06/2024,Fantasy,9,34,Sunny
Lucifer: Saison 5: Épisode 2,07/06/2024,Fantasy,7,34,Sunny
Lucifer: Saison 5: Épisode 6,07/06/2024,Fantasy,5,34,Sunny
Lucifer: Saison 6: Épisode 6,08/06/2024,Fantasy,7,26,Cloudy
Lucifer: Saison 6: Épisode 5,08/06/2024,Fantasy,6,26,Cloudy
Lucifer: Saison 6: Épisode 4,08/06/2024,Fantasy,8,26,Cloudy
Lucifer: Saison 6: Épisode 3,08/06/2024,Fantasy,9,26,Cloudy
Lucifer: Saison 6: Épisode 1,08/06/2024,Fantasy,5,26,Cloudy
Lucifer: Saison 5: Épisode 15,08/06/2024,Fantasy,6,26,Cloudy
Lucifer: Saison 5: Épisode 14,08/06/2024,Fantasy,5,26,Cloudy
Lucifer: Saison 5: Épisode 13,08/06/2024,Fantasy,7,26,Cloudy
Lucifer: Saison 6: Épisode 2,08/06/2024,Fantasy,7,26,Cloudy
Lucifer: Saison 6: Épisode 11,09/06/2024,Fantasy,5,26,Rainy
Lucifer: Saison 6: Épisode 12,09/06/2024,Fantasy,9,26,Rainy
Lucifer: Saison 6: Épisode 10,09/06/2024,Fantasy,6,26,Rainy
Lucifer: Saison 6: Épisode 13,09/06/2024,Fantasy,7,26,Rainy
Lucifer: Saison 6: Épisode 8,09/06/2024,Fantasy,9,26,Rainy
Lucifer: Saison 6: Épisode 7,09/06/2024,Fantasy,5,26,Rainy
Lucifer: Saison 6: Épisode 9,09/06/2024,Fantasy,5,26,Rainy
Brooklyn Nine-Nine: Saison 1: Épisode 14,11/06/2024,Comedy,7,30,Cloudy
Lucifer: Saison 6: Épisode 14,11/06/2024,Fantasy,8,30,Cloudy
Lucifer: Saison 6: Épisode 15,11/06/2024,Fantasy,8,30,Cloudy
The Crown: Saison 1: Épisode 1,11/06/2024,Drama,7,30,Cloudy
Lupin: Saison 1: Épisode 1,12/06/2024,Crime,8,28,Sunny
Lupin: Saison 1: Épisode 2,12/06/2024,Crime,5,28,Sunny
Brooklyn Nine-Nine: Saison 1: Épisode 15,13/06/2024,Comedy,8,34,Sunny
Lupin: Saison 2: Épisode 6,14/06/2024,Crime,5,23,Sunny
Lupin: Saison 2: Épisode 5,14/06/2024,Crime,8,23,Sunny
Lupin: Saison 2: Épisode 4,14/06/2024,Crime,8,23,Sunny
Lupin: Saison 2: Épisode 3,14/06/2024,Crime,7,23,Sunny
Lupin: Saison 2: Épisode 2,14/06/2024,Crime,8,23,Sunny
Lupin: Saison 1: Épisode 6,14/06/2024,Crime,8,23,Sunny
Lupin: Saison 1: Épisode 7,14/06/2024,Crime,9,23,Sunny
Lupin: Saison 1: Épisode 5,14/06/2024,Crime,9,23,Sunny
Lupin: Saison 1: Épisode 4,14/06/2024,Crime,7,23,Sunny
Lupin: Saison 1: Épisode 3,14/06/2024,Crime,8,23,Sunny
Lupin: Saison 2: Épisode 1,14/06/2024,Crime,5,23,Sunny
Lupin: Saison 3: Épisode 7,15/06/2024,Crime,5,26,Cloudy
One Piece: Saison 1: Épisode 4,15/06/2024,Action,8,26,Cloudy
One Piece: Saison 1: Épisode 3,15/06/2024,Action,7,26,Cloudy
One Piece: Saison 1: Épisode 2,15/06/2024,Action,6,26,Cloudy
One Piece: Saison 1: Épisode 1,15/06/2024,Action,6,26,Cloudy
Lupin: Saison 3: Épisode 6,15/06/2024,Crime,9,26,Cloudy
Lupin: Saison 3: Épisode 4,15/06/2024,Crime,8,26,Cloudy
Lupin: Saison 3: Épisode 3,15/06/2024,Crime,8,26,Cloudy
Lupin: Saison 3: Épisode 2,15/06/2024,Crime,6,26,Cloudy
Lupin: Saison 3: Épisode 1,15/06/2024,Crime,8,26,Cloudy
Lupin: Saison 2: Épisode 7,15/06/2024,Crime,9,26,Cloudy
Lupin: Saison 3: Épisode 5,15/06/2024,Crime,8,26,Cloudy
One Piece: Saison 1: Épisode 5,16/06/2024,Action,7,25,Rainy
One Piece: Saison 1: Épisode 6,16/06/2024,Action,8,25,Rainy
One Piece: Saison 1: Épisode 7,16/06/2024,Action,9,25,Rainy
One Piece: Saison 1: Épisode 8,16/06/2024,Action,7,25,Rainy
The Office (U.S.): Saison 1: Épisode 10,17/06/2024,Comedy,8,26,Rainy
Brooklyn Nine-Nine: Saison 1: Épisode 16,20/06/2024,Comedy,7,25,Sunny
Friends: Saison 1: Épisode 12,25/06/2024,Comedy,8,28,Rainy
The Office (U.S.): Saison 1: Épisode 11,02/07/2024,Comedy,10,28,Sunny
Friends: Saison 1: Épisode 13,04/07/2024,Comedy,7,27,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 17,09/07/2024,Comedy,6,29,Sunny
The Office (U.S.): Saison 1: Épisode 12,11/07/2024,Comedy,8,31,Rainy
Friends: Saison 1: Épisode 14,15/07/2024,Comedy,9,29,Cloudy
Friends: Saison 1: Épisode 15,16/07/2024,Comedy,7,34,Cloudy
Friends: Saison 1: Épisode 16,22/07/2024,Comedy,8,26,Sunny
Friends: Saison 1: Épisode 17,23/07/2024,Comedy,6,28,Cloudy
Friends: Saison 1: Épisode 18,01/08/2024,Comedy,9,25,Cloudy
The Office (U.S.): Saison 1: Épisode 13,05/08/2024,Comedy,7,24,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 18,07/08/2024,Comedy,7,26,Cloudy
The Office (U.S.): Saison 1: Épisode 14,08/08/2024,Comedy,8,28,Sunny
The Office (U.S.): Saison 1: Épisode 15,22/08/2024,Comedy,7,25,Cloudy
Friends: Saison 1: Épisode 19,27/08/2024,Comedy,6,30,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 19,28/08/2024,Comedy,10,25,Sunny
Friends: Saison 1: Épisode 20,02/09/2024,Comedy,9,25,Cloudy
Friends: Saison 1: Épisode 21,03/09/2024,Comedy,8,27,Sunny
Brooklyn Nine-Nine: Saison 1: Épisode 20,05/09/2024,Comedy,10,27,Sunny
Brooklyn Nine-Nine: Saison 1: Épisode 21,11/09/2024,Comedy,7,26,Sunny
Brooklyn Nine-Nine: Saison 1: Épisode 22,16/09/2024,Comedy,10,24,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 1,19/09/2024,Comedy,7,28,Rainy
Friends: Saison 1: Épisode 22,24/09/2024,Comedy,7,24,Sunny
