datetime,location,social_context,activity,coffee_type,price,caffeine_mg,mood_before,mood_after,sleep_hours_next_night
2024-07-09 16:04:41.582269,On the go,Alone,Working,Flat White,4.4,130,4,7,7.0
2024-07-11 07:20:01.558949,Home,Alone,Morning Routine,Espresso,0.3,65,6,7,8.3
2024-07-11 08:07:04.681847,Work,Alone,Working,Office Machine,0.0,70,4,5,7.4
2024-07-11 08:41:50.891913,Work,With Colleagues,Working,Office Machine,0.0,70,6,8,7.6
2024-07-14 13:08:52.022481,Friend House,With Family,Relaxing,Iced Coffee,5.03,90,7,8,8.5
2024-07-14 14:17:12.428166,Coffee Shop,With Friends,Socializing,Latte,4.09,75,6,7,7.7
2024-07-14 21:59:07.771542,Home,Alone,Relaxing,Iced Coffee,5.66,90,6,7,4.6
2024-07-17 07:18:14.675656,Home,Alone,Morning Routine,Filter Coffee,0.3,100,7,9,7.5
2024-07-17 22:02:24.609993,Home,Alone,Reading,Espresso,0.5,65,7,9,4.4
2024-07-19 16:09:22.296763,Work,With Colleagues,Working,Office Machine,0.0,70,7,9,6.4
2024-07-20 07:20:34.746843,Friend House,Alone,Relaxing,Double Espresso,4.85,130,8,10,6.5
2024-07-21 17:10:11.948717,Home,With Family,Relaxing,Iced Coffee,4.83,90,7,9,7.6
2024-07-22 14:01:48.455708,On the go,Alone,Working,Flat White,4.04,130,7,8,7.1
2024-07-23 08:31:41.495951,Work,Alone,Working,Office Machine,0.0,70,6,9,7.8
2024-07-23 11:08:28.420761,Work,Meeting,Working,Office Machine,0.0,70,4,5,8.0
2024-07-23 12:55:58.008196,Work,With Colleagues,Working,Office Machine,0.0,70,4,5,8.6
2024-07-23 15:43:25.675616,Work,With Colleagues,Working,Office Machine,0.0,70,4,7,8.5
2024-07-23 19:22:30.045225,Home,Alone,Reading,Espresso,0.3,65,6,9,5.6
2024-07-24 14:00:18.374550,Work,Meeting,Working,Office Machine,0.0,70,5,7,7.7
2024-07-24 14:10:57.326382,On the go,Alone,Working,Iced Coffee,5.63,90,6,9,7.8
2024-07-25 07:21:00.999874,Home,Alone,Morning Routine,Instant,0.5,65,6,7,8.5
2024-07-25 11:16:06.644608,Work,Alone,Working,Office Machine,0.0,70,5,8,8.0
2024-07-25 11:19:12.315521,Coffee Shop,With Colleagues,Working,Latte,4.28,75,4,7,7.5
2024-07-26 07:52:59.840656,Home,Alone,Morning Routine,Filter Coffee,0.5,100,6,8,8.4
2024-07-26 18:33:01.498984,Work,Alone,Working,Office Machine,0.0,70,6,7,5.5
2024-07-27 13:34:16.794465,Coffee Shop,Alone,Socializing,Americano,4.53,95,6,8,7.8
2024-07-27 19:56:09.142228,Coffee Shop,With Friends,Socializing,Flat White,5.1,130,8,10,5.2
2024-07-27 22:59:03.742426,Coffee Shop,With Friends,Socializing,Americano,4.27,95,6,8,5.5
2024-07-28 13:09:47.265900,Home,Alone,Relaxing,Filter Coffee,0.3,100,7,9,8.8
2024-07-30 07:37:26.285665,Home,Alone,Morning Routine,Espresso,0.3,65,5,8,8.1
2024-07-30 16:36:29.665811,On the go,Alone,Working,Latte,4.37,75,7,8,7.8
2024-07-30 17:25:34.582259,On the go,Alone,Working,Iced Coffee,4.51,90,4,6,7.8
2024-07-30 21:30:33.004368,Home,Alone,Reading,Filter Coffee,0.5,100,7,8,5.0
2024-07-31 07:21:49.577694,Home,Alone,Morning Routine,Filter Coffee,0.5,100,7,9,7.3
2024-07-31 12:26:30.963812,On the go,Meeting,Working,Iced Coffee,4.6,90,4,7,7.6
2024-07-31 20:54:49.669715,Home,Alone,Reading,Espresso,0.5,65,7,10,4.6
2024-08-03 07:50:04.836532,On the go,Alone,Relaxing,Cappuccino,4.34,75,7,8,7.8
2024-08-03 10:20:25.743020,Coffee Shop,With Friends,Socializing,Latte,4.43,75,6,7,7.5
2024-08-04 07:20:45.294075,Home,Alone,Relaxing,Espresso,0.3,65,7,8,7.7
2024-08-04 19:12:10.272015,Home,With Family,Relaxing,Iced Coffee,4.6,90,7,8,6.8
2024-08-05 07:45:03.089331,Home,Alone,Morning Routine,Filter Coffee,0.5,100,3,4,6.6
2024-08-06 07:12:36.413513,Home,Alone,Morning Routine,Espresso,0.5,65,7,10,7.3
2024-08-07 08:03:06.595969,Work,Alone,Working,Office Machine,0.0,70,5,8,7.0
2024-08-08 08:44:28.010121,Work,With Colleagues,Working,Office Machine,0.0,70,7,9,7.5
2024-08-08 15:09:14.010084,On the go,Meeting,Working,Double Espresso,4.82,130,7,9,7.3
2024-08-11 10:20:17.315840,Coffee Shop,With Friends,Socializing,Latte,3.69,75,8,9,6.2
2024-08-11 18:15:57.601889,Coffee Shop,With Friends,Socializing,Flat White,4.26,130,8,9,4.8
2024-08-12 19:27:19.208218,Home,Alone,Reading,Espresso,0.3,65,4,7,6.1
2024-08-12 22:56:33.591040,Home,Alone,Reading,Iced Coffee,5.28,90,7,9,4.2
2024-08-14 06:04:52.693918,Home,Alone,Morning Routine,Instant,0.5,65,6,8,8.3
2024-08-14 08:30:27.767924,Work,With Colleagues,Working,Office Machine,0.0,70,4,7,8.3
2024-08-16 15:27:30.330439,On the go,With Colleagues,Working,Iced Coffee,4.98,90,4,7,7.0
2024-08-17 07:05:13.185380,Coffee Shop,With Partner,Socializing,Americano,5.49,95,7,10,6.8
2024-08-18 07:39:53.011372,Coffee Shop,With Partner,Socializing,Cappuccino,3.92,75,7,8,7.8
2024-08-20 17:43:43.636697,Work,With Colleagues,Working,Iced Coffee,4.67,90,7,8,7.8
2024-08-21 07:33:57.632638,Home,Alone,Morning Routine,Filter Coffee,0.5,100,6,8,7.4
2024-08-21 10:37:11.855169,On the go,Alone,Working,Latte,3.98,75,7,9,7.0
2024-08-22 08:43:32.631171,Coffee Shop,Alone,Working,Latte,5.18,75,6,8,5.9
2024-08-24 22:37:03.394367,Coffee Shop,With Friends,Socializing,Iced Coffee,4.99,90,8,10,5.1
2024-08-28 07:21:50.295555,Home,Alone,Morning Routine,Filter Coffee,0.3,100,6,8,6.7
2024-08-28 18:51:52.166477,Work,With Colleagues,Working,Office Machine,0.0,70,4,5,6.7
2024-08-30 07:39:25.052204,Home,Alone,Morning Routine,Espresso,0.5,65,4,7,7.6
2024-08-30 12:28:51.038250,On the go,Alone,Working,Flat White,4.28,130,5,7,7.0
2024-08-30 14:41:16.360512,Work,Alone,Working,Office Machine,0.0,70,4,5,6.4
2024-08-31 08:26:36.232905,Friend House,Alone,Relaxing,Latte,4.08,75,8,10,8.1
2024-08-31 08:44:02.862138,Friend House,With Family,Relaxing,Flat White,4.76,130,6,9,8.0
2024-09-01 17:43:12.853669,Home,With Family,Relaxing,Filter Coffee,0.5,100,6,8,6.8
2024-09-02 08:03:41.780865,Work,With Colleagues,Working,Office Machine,0.0,70,4,6,7.0
2024-09-03 08:48:45.019300,Work,Alone,Working,Office Machine,0.0,70,5,6,6.5
2024-09-06 09:00:41.642031,Coffee Shop,Meeting,Working,Latte,4.07,75,7,10,6.5
2024-09-06 13:59:53.818100,On the go,Meeting,Working,Double Espresso,3.63,130,7,8,6.8
2024-09-06 15:34:30.785573,On the go,Alone,Working,Latte,3.63,75,7,8,7.7
2024-09-06 15:58:57.478382,Coffee Shop,With Colleagues,Working,Americano,4.43,95,6,7,6.7
2024-09-06 18:58:30.459509,On the go,Meeting,Working,Latte,4.91,75,7,10,5.9
2024-09-07 06:27:57.949891,Home,Alone,Relaxing,Filter Coffee,0.5,100,7,9,7.8
2024-09-07 11:28:43.203858,Coffee Shop,Alone,Socializing,Cappuccino,4.22,75,7,9,7.5
2024-09-09 07:32:48.116541,Home,Alone,Morning Routine,Filter Coffee,0.3,100,2,3,9.3
2024-09-09 17:41:49.264118,Work,Meeting,Working,Office Machine,0.0,70,4,5,6.3
2024-09-10 06:01:03.821476,Home,Alone,Morning Routine,Espresso,0.3,65,5,8,7.1
2024-09-10 15:57:41.157805,Work,With Colleagues,Working,Office Machine,0.0,70,5,8,8.1
2024-09-10 16:41:16.374501,Work,Alone,Working,Office Machine,0.0,70,4,5,7.2
2024-09-12 07:35:37.677006,Home,Alone,Morning Routine,Espresso,0.3,65,7,10,8.6
2024-09-12 08:19:40.976623,Work,Alone,Working,Office Machine,0.0,70,4,5,8.7
2024-09-13 18:33:22.595231,Coffee Shop,With Colleagues,Working,Double Espresso,4.12,130,4,6,5.7
2024-09-15 20:11:43.046714,On the go,Alone,Relaxing,Flat White,3.5,130,7,8,5.2
2024-09-16 13:42:26.078161,On the go,Alone,Working,Double Espresso,3.74,130,7,8,8.0
2024-09-16 14:53:08.594094,Work,With Colleagues,Working,Office Machine,0.0,70,6,8,8.5
2024-09-16 22:04:27.790098,Home,Alone,Reading,Filter Coffee,0.5,100,5,7,5.6
2024-09-17 07:27:59.643226,Home,Alone,Morning Routine,Espresso,0.5,65,6,8,7.5
2024-09-17 09:55:10.357414,Work,Meeting,Working,Office Machine,0.0,70,6,9,6.9
2024-09-17 20:34:05.056729,Home,Alone,Reading,Filter Coffee,0.5,100,4,5,5.0
2024-09-18 06:37:26.556610,Home,Alone,Morning Routine,Espresso,0.5,65,7,8,8.0
2024-09-19 08:29:31.751982,Work,With Colleagues,Working,Office Machine,0.0,70,4,5,7.7
2024-09-19 12:35:48.690722,Work,Meeting,Working,Office Machine,0.0,70,7,10,8.3
2024-09-20 11:23:15.049192,Work,Alone,Working,Office Machine,0.0,70,7,9,7.3
2024-09-20 19:22:28.049116,Home,Alone,Reading,Filter Coffee,0.5,100,7,8,5.8
2024-09-21 11:58:41.044370,Home,With Family,Relaxing,Instant,0.3,65,6,8,8.5
2024-09-21 18:38:27.485356,Home,Alone,Relaxing,Filter Coffee,0.5,100,6,8,7.4
2024-09-23 08:08:07.953306,On the go,Meeting,Working,Americano,3.83,95,3,4,6.6
2024-09-23 09:48:32.077288,Work,Alone,Working,Office Machine,0.0,70,4,6,7.6
2024-09-23 17:51:38.982205,Work,With Colleagues,Working,Office Machine,0.0,70,4,6,6.7
2024-09-24 08:15:48.532006,Work,Alone,Working,Office Machine,0.0,70,7,9,7.5
2024-09-25 12:18:28.288565,On the go,With Colleagues,Working,Americano,3.56,95,7,9,6.5
2024-09-26 08:12:59.371961,Work,With Colleagues,Working,Office Machine,0.0,70,6,9,7.6
2024-09-26 15:15:43.236263,On the go,Alone,Working,Cappuccino,3.62,75,5,8,5.9
2024-09-27 08:09:35.432824,On the go,With Colleagues,Working,Cappuccino,4.48,75,6,7,8.1
2024-09-30 17:36:59.409627,On the go,Alone,Working,Latte,5.09,75,6,7,6.1
2024-10-02 07:14:44.179515,Home,Alone,Morning Routine,Filter Coffee,0.3,100,6,9,7.9
2024-10-03 21:40:33.850917,Home,Alone,Reading,Espresso,0.3,65,6,8,5.3
2024-10-04 07:48:33.464779,Home,Alone,Morning Routine,Espresso,0.3,65,5,7,7.2
2024-10-06 07:56:23.224249,Friend House,With Family,Relaxing,Americano,4.47,95,7,10,7.4
2024-10-06 19:45:53.895458,Coffee Shop,With Friends,Socializing,Flat White,4.52,130,6,9,4.4
2024-10-07 09:32:29.970022,On the go,Alone,Working,Cappuccino,4.39,75,4,7,8.5
2024-10-07 19:53:47.912914,Home,Alone,Reading,Instant,0.5,65,7,8,6.2
2024-10-08 07:08:58.077122,Home,Alone,Morning Routine,Filter Coffee,0.5,100,6,9,7.4
2024-10-08 18:34:37.892637,Coffee Shop,Alone,Working,Cappuccino,4.45,75,4,6,7.1
2024-10-09 15:06:00.284688,Coffee Shop,With Colleagues,Working,Double Espresso,4.22,130,5,6,6.8
2024-10-11 17:36:45.147540,Work,Alone,Working,Office Machine,0.0,70,7,9,6.2
2024-10-12 21:49:13.545287,Home,Alone,Relaxing,Espresso,0.3,65,6,7,5.2
2024-10-13 17:05:08.959564,Home,Alone,Relaxing,Espresso,0.5,65,7,10,6.8
2024-10-13 18:10:42.427885,Home,Alone,Relaxing,Espresso,0.3,65,7,8,6.3
2024-10-14 08:52:31.177239,Work,Alone,Working,Office Machine,0.0,70,3,5,8.0
2024-10-14 10:05:11.256705,Work,With Colleagues,Working,Office Machine,0.0,70,7,9,8.2
2024-10-16 08:27:32.910151,Work,With Colleagues,Working,Office Machine,0.0,70,6,7,7.0
2024-10-17 14:00:18.321989,Work,With Colleagues,Working,Office Machine,0.0,70,4,5,7.2
2024-10-18 12:48:47.042374,Work,Alone,Working,Office Machine,0.0,70,7,9,6.4
2024-10-18 22:29:37.286481,Home,Alone,Reading,Espresso,0.5,65,7,9,5.3
2024-10-20 08:09:26.575606,Home,With Family,Relaxing,Filter Coffee,0.3,100,8,10,6.7
2024-10-20 16:22:09.079560,Home,With Family,Relaxing,Espresso,0.3,65,8,9,6.4
2024-10-20 16:22:16.838400,Coffee Shop,With Friends,Socializing,Latte,3.63,75,7,8,8.0
2024-10-21 08:01:42.893105,On the go,With Colleagues,Working,Flat White,5.15,130,4,7,8.4
2024-10-21 21:35:58.424178,Home,Alone,Reading,Instant,0.3,65,4,7,5.3
2024-10-23 12:06:59.714792,Work,Alone,Working,Office Machine,0.0,70,4,5,7.4
2024-10-23 19:57:49.595265,Home,Alone,Reading,Espresso,0.5,65,6,8,7.5
2024-10-23 22:21:37.806570,Home,Alone,Reading,Filter Coffee,0.3,100,4,5,4.8
2024-10-24 07:01:22.230513,Home,Alone,Morning Routine,Filter Coffee,0.3,100,7,8,7.7
2024-10-24 07:48:46.844209,Home,Alone,Morning Routine,Filter Coffee,0.5,100,6,7,6.7
2024-10-25 07:54:48.657716,Home,Alone,Morning Routine,Filter Coffee,0.5,100,6,7,7.5
2024-10-25 11:12:24.072245,Work,Meeting,Working,Office Machine,0.0,70,5,6,7.2
2024-10-26 21:09:06.535309,Home,With Family,Relaxing,Espresso,0.5,65,6,9,6.8
2024-10-27 07:18:05.640860,Home,With Family,Relaxing,Filter Coffee,0.5,100,7,9,6.9
2024-10-27 08:00:17.688003,Coffee Shop,Alone,Socializing,Cappuccino,4.59,75,8,9,7.6
2024-10-28 07:38:35.614055,Home,Alone,Morning Routine,Filter Coffee,0.5,100,3,5,7.6
2024-10-28 08:09:14.556159,On the go,With Colleagues,Working,Americano,4.69,95,2,5,7.6
2024-10-29 17:46:03.235657,Work,With Colleagues,Working,Office Machine,0.0,70,4,7,7.3
2024-10-30 08:33:15.596206,On the go,Meeting,Working,Cappuccino,5.04,75,5,6,8.1
2024-10-30 10:36:12.364090,Work,With Colleagues,Working,Office Machine,0.0,70,4,5,7.6
2024-10-30 17:26:56.947052,Work,With Colleagues,Working,Office Machine,0.0,70,6,7,7.9
2024-10-31 10:05:06.840038,On the go,Alone,Working,Latte,4.59,75,7,8,6.3
2024-10-31 13:47:53.021389,Work,Alone,Working,Office Machine,0.0,70,4,5,8.1
2024-11-02 10:07:42.209211,Coffee Shop,With Friends,Socializing,Americano,4.45,95,7,9,9.2
2024-11-03 08:40:48.633435,Home,Alone,Relaxing,Filter Coffee,0.5,100,8,10,7.8
2024-11-04 20:54:20.037122,Home,Alone,Reading,Espresso,0.3,65,4,7,5.8
2024-11-05 13:04:23.511643,Work,Alone,Working,Office Machine,0.0,70,6,7,7.2
2024-11-05 19:50:52.131230,Home,Alone,Reading,Instant,0.5,65,5,6,6.2
2024-11-05 20:52:31.319149,Home,Alone,Reading,Filter Coffee,0.3,100,7,8,6.0
2024-11-06 06:22:23.588481,Home,Alone,Morning Routine,Filter Coffee,0.5,100,5,8,6.9
2024-11-08 06:00:37.602240,Home,Alone,Morning Routine,Instant,0.5,65,5,7,8.5
2024-11-09 08:19:43.053255,Coffee Shop,With Partner,Socializing,Double Espresso,4.42,130,8,10,7.5
2024-11-10 20:48:07.901382,Coffee Shop,With Friends,Socializing,Flat White,5.09,130,8,10,6.4
2024-11-11 08:14:05.504610,Work,Alone,Working,Office Machine,0.0,70,4,6,6.3
2024-11-11 18:03:47.370017,On the go,With Colleagues,Working,Cappuccino,5.46,75,7,10,6.4
2024-11-12 15:08:19.581360,Work,Alone,Working,Office Machine,0.0,70,6,7,8.3
2024-11-13 14:52:11.762695,Work,With Colleagues,Working,Office Machine,0.0,70,6,9,7.2
2024-11-14 15:11:39.758138,On the go,Alone,Working,Double Espresso,4.5,130,4,5,6.5
2024-11-14 21:24:15.548966,Home,Alone,Reading,Espresso,0.5,65,7,10,5.6
2024-11-15 07:05:20.245243,Home,Alone,Morning Routine,Filter Coffee,0.3,100,7,8,7.5
2024-11-15 18:35:29.857590,Work,Alone,Working,Office Machine,0.0,70,7,8,6.8
2024-11-15 19:07:19.975654,Home,Alone,Reading,Filter Coffee,0.3,100,6,8,6.9
2024-11-16 08:44:47.420649,Coffee Shop,With Friends,Socializing,Latte,3.98,75,7,9,7.0
2024-11-18 08:48:35.285200,Work,Alone,Working,Office Machine,0.0,70,2,3,7.9
2024-11-18 12:53:08.919987,Work,Alone,Working,Office Machine,0.0,70,7,10,6.8
2024-11-18 21:48:35.074748,Home,Alone,Reading,Filter Coffee,0.3,100,6,7,5.7
2024-11-20 20:38:45.315084,Home,Alone,Reading,Espresso,0.3,65,5,8,5.3
2024-11-21 06:59:47.014999,Home,Alone,Morning Routine,Filter Coffee,0.5,100,4,5,6.8
2024-11-21 21:24:39.761463,Home,Alone,Reading,Filter Coffee,0.5,100,4,7,4.3
2024-11-21 22:33:18.400910,Home,Alone,Reading,Instant,0.3,65,4,7,4.2
2024-11-23 08:25:23.649579,On the go,With Family,Relaxing,Americano,4.35,95,6,9,8.5
2024-11-23 10:36:44.085052,Coffee Shop,With Friends,Socializing,Latte,3.62,75,7,8,6.8
2024-11-23 14:15:15.374730,Home,Alone,Relaxing,Espresso,0.5,65,8,10,8.0
2024-11-24 11:18:22.097987,Coffee Shop,With Friends,Socializing,Double Espresso,4.35,130,7,9,8.5
2024-11-25 14:27:33.027623,Work,With Colleagues,Working,Office Machine,0.0,70,6,9,6.7
2024-11-26 16:45:17.381662,On the go,Alone,Working,Double Espresso,4.58,130,7,8,6.1
2024-11-27 15:10:57.128069,Work,With Colleagues,Working,Office Machine,0.0,70,5,6,6.1
2024-11-27 20:11:33.542015,Home,Alone,Reading,Espresso,0.5,65,4,5,4.2
2024-11-28 16:14:40.607242,On the go,With Colleagues,Working,Latte,4.92,75,6,7,7.7
2024-11-30 11:28:32.456867,On the go,With Family,Relaxing,Flat White,5.11,130,8,10,7.3
2024-11-30 12:19:41.980410,Home,Alone,Relaxing,Espresso,0.3,65,8,9,7.4
2024-12-01 07:39:15.866451,Coffee Shop,With Partner,Socializing,Latte,4.12,75,7,10,5.6
2024-12-02 21:35:00.493840,Home,Alone,Reading,Filter Coffee,0.3,100,7,10,5.2
2024-12-02 21:46:01.953180,Home,Alone,Reading,Espresso,0.5,65,5,6,5.2
2024-12-03 08:53:32.691122,On the go,Meeting,Working,Flat White,4.36,130,4,7,6.8
2024-12-03 19:25:30.224896,Home,Alone,Reading,Filter Coffee,0.5,100,7,9,4.2
2024-12-03 21:41:05.378759,Home,Alone,Reading,Espresso,0.5,65,6,9,6.0
2024-12-04 08:46:28.012983,Coffee Shop,Alone,Working,Flat White,5.2,130,6,9,6.4
2024-12-04 11:37:04.124234,Work,With Colleagues,Working,Office Machine,0.0,70,4,7,8.0
2024-12-04 15:01:03.269161,Work,Alone,Working,Office Machine,0.0,70,4,5,7.7
2024-12-04 19:33:33.880134,Home,Alone,Reading,Filter Coffee,0.5,100,7,8,6.7
2024-12-05 14:03:53.624667,Work,With Colleagues,Working,Office Machine,0.0,70,6,9,7.6
2024-12-06 07:52:31.350864,Home,Alone,Morning Routine,Espresso,0.5,65,6,9,7.9
2024-12-07 08:29:21.366052,Coffee Shop,Alone,Socializing,Cappuccino,5.38,75,6,7,7.5
2024-12-09 20:55:05.232384,Home,Alone,Reading,Filter Coffee,0.5,100,4,6,5.3
2024-12-10 09:53:27.020329,Work,Meeting,Working,Office Machine,0.0,70,4,7,6.9
2024-12-11 08:46:20.331547,Work,With Colleagues,Working,Office Machine,0.0,70,7,9,7.5
2024-12-12 08:29:59.394695,Coffee Shop,With Colleagues,Working,Double Espresso,5.35,130,7,10,8.9
2024-12-12 18:18:01.137632,Work,Meeting,Working,Office Machine,0.0,70,4,6,5.8
2024-12-13 13:46:02.736146,Work,Meeting,Working,Office Machine,0.0,70,4,5,8.2
2024-12-14 07:42:14.282149,Coffee Shop,Alone,Socializing,Latte,3.73,75,6,8,8.9
2024-12-14 22:51:45.414823,Home,With Family,Relaxing,Filter Coffee,0.5,100,7,9,4.3
2024-12-15 14:39:44.389135,Home,With Family,Relaxing,Filter Coffee,0.3,100,6,8,7.4
2024-12-15 22:48:35.409927,On the go,Alone,Relaxing,Latte,4.5,75,8,10,5.3
2024-12-16 07:13:08.121802,Home,Alone,Morning Routine,Filter Coffee,0.3,100,2,5,7.2
2024-12-17 08:47:04.613115,On the go,With Colleagues,Working,Flat White,4.78,130,5,7,7.1
2024-12-17 12:20:25.169840,On the go,Alone,Working,Latte,3.93,75,4,7,7.7
2024-12-17 16:53:28.551793,Work,Meeting,Working,Office Machine,0.0,70,6,8,8.4
2024-12-17 18:14:43.326010,On the go,Alone,Working,Flat White,4.49,130,6,7,7.1
2024-12-18 18:58:17.303549,Work,Meeting,Working,Office Machine,0.0,70,6,9,5.7
2024-12-19 07:23:32.390377,Home,Alone,Morning Routine,Filter Coffee,0.3,100,4,7,7.5
2024-12-19 12:24:09.337816,Work,Alone,Working,Office Machine,0.0,70,4,6,7.3
2024-12-20 07:19:16.767680,Home,Alone,Morning Routine,Espresso,0.5,65,5,7,8.7
2024-12-21 07:05:15.103869,Coffee Shop,With Friends,Socializing,Flat White,4.7,130,6,8,6.9
2024-12-21 17:53:43.636234,Friend House,Alone,Relaxing,Flat White,4.32,130,7,8,6.7
2024-12-21 22:43:05.708799,Home,Alone,Relaxing,Filter Coffee,0.5,100,6,8,4.8
2024-12-22 17:12:28.793629,Home,Alone,Relaxing,Filter Coffee,0.5,100,8,10,6.8
2024-12-23 07:28:42.785606,Home,Alone,Morning Routine,Espresso,0.5,65,2,3,7.9
2024-12-25 08:20:14.730212,Work,With Colleagues,Working,Office Machine,0.0,70,5,7,7.3
2024-12-27 07:39:13.344230,Home,Alone,Morning Routine,Filter Coffee,0.3,100,4,6,7.6
2024-12-27 11:06:06.239846,On the go,Alone,Working,Latte,4.19,75,7,10,9.9
2024-12-27 19:40:00.472210,Home,Alone,Reading,Filter Coffee,0.3,100,4,7,5.1
2024-12-28 14:36:39.186343,Home,Alone,Relaxing,Filter Coffee,0.5,100,6,8,7.9
2024-12-29 08:45:20.466371,Coffee Shop,With Friends,Socializing,Latte,4.19,75,7,10,8.0
2024-12-29 10:49:41.631972,Coffee Shop,With Partner,Socializing,Cappuccino,4.54,75,8,10,7.8
2024-12-29 13:45:01.632158,Home,Alone,Relaxing,Filter Coffee,0.5,100,8,9,8.7
2024-12-30 22:34:32.677989,Home,Alone,Reading,Espresso,0.5,65,6,8,4.3
2024-12-31 08:35:22.934924,Work,Meeting,Working,Office Machine,0.0,70,4,6,7.5
